1,0.9241638,-0.11013794,9.634262
2,0.7661438,-0.07661438,9.806656
3,0.7661438,-0.08140564,9.581589
4,0.6464386,-0.03831482,9.619904
5,0.746994,-0.10055542,9.72525
6,0.6464386,-0.0095825195,9.686935
7,0.6177063,-0.04309082,9.696518
8,0.588974,-0.1197052,9.552872
9,0.47883606,-0.1197052,9.500198
10,0.1197052,0.11013794,9.825806
11,0,0.07661438,10.409988
12,0.1484375,-0.0574646,9.859329
13,0.04788208,-0.03352356,9.777924
14,0.04788208,-0.0287323,9.768341
15,-0.0047912598,0.0047912598,9.323029
16,-0.0861969,-0.0095825195,9.639053
17,-0.12449646,0.0047912598,9.624695
18,-0.12928772,0.0095825195,9.701309
19,-0.12449646,0.0047912598,9.696518
20,-0.13407898,0.02394104,9.639053
21,-0.12449646,0.02394104,9.634262
22,-0.08140564,0.01914978,9.7300415
23,-0.25378418,0.02394104,9.76355
24,-0.13407898,0.0143585205,9.88327
25,-0.14364624,0.0095825195,9.878479
26,-0.13407898,0.03352356,9.849747
27,-0.13887024,0.0143585205,9.806656
28,-0.13407898,0.0095825195,9.792282
29,-0.12928772,0.0095825195,9.773132
30,-0.13407898,0.0047912598,9.840164
31,-0.12928772,0.0143585205,9.830597
32,-0.1197052,0.0287323,9.821014
33,-0.1197052,0.02394104,9.782715
34,-0.1197052,0.01914978,9.768341
35,-0.1197052,0.0047912598,9.811432
36,-0.14364624,-0.0143585205,9.88327
37,-0.1484375,0.0143585205,9.90242
38,-0.15802002,0.02394104,9.931152
39,-0.15802002,0.03352356,9.888046
40,-0.1484375,0.02394104,9.873688
41,-0.1484375,0.0095825195,9.878479
42,-0.14364624,0.0143585205,9.878479
43,-0.12449646,0.02394104,9.907211
44,-0.12449646,0.03352356,9.935944
45,-0.12449646,0.03352356,9.950302
46,-0.1149292,0.0143585205,9.983826
47,-0.12928772,0,10.017334
48,-0.12928772,0.0095825195,10.065231
49,-0.13407898,0.0047912598,10.132263
50,-0.13407898,0.0095825195,10.170563
51,-0.13887024,0.0143585205,10.204086
52,-0.15322876,0.0047912598,10.247177
53,-0.15802002,0.0143585205,10.25676
54,-0.1484375,0.02394104,10.247177
55,-0.1484375,0.0287323,10.242401
56,-0.15322876,0.03352356,10.223236
57,-0.13887024,0.0287323,10.275909
58,-0.14364624,0.0143585205,10.271118
59,-0.1484375,0.0143585205,10.271118
60,-0.14364624,0.0047912598,10.285492
61,-0.1149292,-0.0047912598,10.242401
62,-0.14364624,0.07182312,10.352524
63,-0.16281128,0.01914978,10.357315
64,-0.12449646,-0.0574646,10.39563
65,-0.13407898,0.0047912598,10.39563
66,-0.16758728,0.0047912598,10.381256
67,-0.12449646,0.0143585205,10.347748
68,-0.10534668,0.04788208,10.366898
69,-0.15322876,0.0287323,10.405197
70,-0.15322876,0.04788208,10.366898
71,-0.12449646,0.03831482,10.338165
72,-0.13887024,0.01914978,10.3190155
73,-0.15802002,0.0143585205,10.295074
74,-0.1484375,0.0047912598,10.314224
75,-0.14364624,-0.0095825195,10.338165
76,-0.15322876,0.0143585205,10.342957
77,-0.1484375,0.0143585205,10.357315
78,-0.15322876,0.0047912598,10.362106
79,-0.15322876,0.0287323,10.371689
80,-0.15322876,0.03352356,10.366898
81,-0.1484375,0.01914978,10.333374
82,-0.16281128,0.01914978,10.333374
83,-0.15322876,0.02394104,10.314224
84,-0.16281128,0,10.290283
85,-0.16281128,0.0095825195,10.285492
86,-0.1484375,0.0143585205,10.280701
87,-0.15322876,0.0047912598,10.295074
88,-0.13407898,0.0143585205,10.338165
89,-0.14364624,0.01914978,10.362106
90,-0.13407898,0.03831482,10.362106
91,-0.1197052,0.06225586,10.357315
92,-0.1149292,0.07661438,10.333374
93,-0.12928772,0.03831482,10.3237915
94,-0.13407898,0,10.357315
95,-0.1484375,-0.02394104,10.366898
96,-0.15322876,-0.03831482,10.357315
97,-0.16281128,-0.02394104,10.371689
98,-0.16281128,0.0047912598,10.342957
99,-0.1484375,0.0047912598,10.357315
100,-0.13887024,0.01914978,10.347748
101,-0.1484375,0.02394104,10.314224
102,-0.1484375,0.03352356,10.29985
103,-0.15322876,0.02394104,10.290283
104,-0.1771698,0.01914978,10.3190155
105,-0.16758728,0.0287323,10.328583
106,-0.15802002,0.0095825195,10.342957
107,-0.1484375,0.0287323,10.352524
108,-0.13887024,0.0574646,10.386047
109,-0.15322876,0.03352356,10.390839
110,-0.14364624,0.0287323,10.362106
111,-0.12449646,0.02394104,10.3237915
112,-0.13407898,0.0047912598,10.290283
113,-0.13407898,0,10.271118
114,-0.1197052,-0.0047912598,10.275909
115,-0.13887024,-0.01914978,10.290283
116,-0.12928772,-0.0047912598,10.290283
117,-0.12449646,0.0143585205,10.338165
118,-0.13407898,0.0143585205,10.333374
119,-0.12449646,0,10.347748
120,-0.13887024,0.0143585205,10.362106
121,-0.15322876,0.0143585205,10.347748
122,-0.13887024,0.02394104,10.371689
123,-0.13887024,0.04788208,10.338165
124,-0.1484375,0.05267334,10.314224
125,-0.13887024,0.05267334,10.309433
126,-0.15322876,0.05267334,10.314224
127,-0.16758728,0.0574646,10.304642
128,-0.16281128,0.04788208,10.304642
129,-0.15802002,0.03352356,10.314224
130,-0.15802002,0.0095825195,10.3190155
131,-0.15322876,0.0095825195,10.338165
132,-0.15802002,0.0047912598,10.328583
133,-0.1484375,0.0047912598,10.333374
134,-0.16281128,-0.0047912598,10.3190155
135,-0.13887024,0.02394104,10.309433
136,-0.1149292,0.0287323,10.328583
137,-0.10055542,0.07661438,10.342957
138,-0.11013794,0.08140564,10.314224
139,-0.12449646,0.04309082,10.280701
140,-0.13887024,0.0095825195,10.280701
141,-0.15322876,0.0047912598,10.261551
142,-0.17237854,-0.01914978,10.242401
143,-0.16281128,-0.02394104,10.232819
144,-0.17237854,-0.03352356,10.208878
145,-0.16758728,-0.0143585205,10.21846
146,-0.16281128,0.0047912598,10.194504
147,-0.15322876,0.0143585205,10.165787
148,-0.13407898,0.0287323,10.175354
149,-0.12928772,0.03831482,10.132263
150,-0.12449646,0.04788208,10.103531
151,-0.13407898,0.02394104,10.084381
152,-0.13407898,0.02394104,10.06044
153,-0.1484375,0.02394104,10.046066
154,-0.1484375,0.01914978,10.0269165
155,-0.16758728,0.0143585205,10.002975
156,-0.16281128,0.0143585205,9.979034
157,-0.1484375,0.0047912598,9.964661
158,-0.15802002,0.0095825195,9.926361
159,-0.13407898,0.0287323,9.926361
160,-0.12928772,0.0143585205,9.916779
161,-0.1197052,0.01914978,9.88327
162,-0.10534668,0.02394104,9.864105
163,-0.1197052,0.0143585205,9.8688965
164,-0.1197052,0.01914978,9.821014
165,-0.13887024,-0.0047912598,9.797073
166,-0.15322876,-0.0095825195,9.821014
167,-0.16281128,0.0047912598,9.768341
168,-0.15322876,-0.0047912598,9.749191
169,-0.1484375,-0.0047912598,9.7300415
170,-0.15322876,0.02394104,9.710876
171,-0.1484375,0,9.720459
172,-0.15322876,-0.0095825195,9.720459
173,-0.13887024,0.0287323,9.696518
174,-0.1484375,0.0143585205,9.701309
175,-0.15322876,0.0143585205,9.677368
176,-0.1484375,0.02394104,9.662994
177,-0.14364624,0.0095825195,9.677368
178,-0.14364624,0.0095825195,9.672577
179,-0.1197052,0.0287323,9.662994
180,-0.13407898,0.0095825195,9.662994
181,-0.12928772,0.0143585205,9.643845
